Linha de Fornecimento,Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
"Instalação / Manutenção - Elevadores, Escadas",297701,09.438.914/0001-03,,MATRIX MONTAGENS DE ESTANDES PARA FEIRAS E EVENTOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4330402: INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁRIOS EMBUTIDOS DE QUALQUER MATERIAL",,Sim
"Instalação / Manutenção - Elevadores, Escadas",301691,82.225.285/0001-23,,LONDON COMERCIO DE ELETRO ELETRONICOS LTDA,Não,,54011: Uberaba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4652400: COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",312373,13.891.942/0001-59,,NELSIANE ROCHA DE ARAUJO BORGES,Não,,54038: Uberlândia,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",329072,11.292.644/0001-17,,FLUENGE - ENGENHARIA DE FLUIDOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",353508,09.532.947/0001-18,,MERCURY PROJETOS E SERVICOS LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",393722,11.479.523/0001-89,,ATMAN SERVICOS DE MANUTENCAO LTDA.,Não,,54011: Uberaba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3313999: MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE",,Sim
"Instalação / Manutenção - Elevadores, Escadas",395180,19.448.352/0001-32,,ALTERNATIVA MANUTENCOES E SERVICOS LTDA.,Não,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6822600: GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",413874,18.269.930/0001-00,,PORTICO INCORPORADORA E CONSTRUTORA LTDA,Sim,,51217: Ritápolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",416536,21.269.262/0001-26,,PLANO A COMERCIO E SERVICOS LTDA,Não,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7490104: ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",456724,23.499.696/0001-48,,UP TECH ELEVADORES E AR CONDICIONADO LTDA,Sim,,50156: Piranga,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",457752,23.830.688/0001-32,,BMS CONSTRUCOES EIRELI,Não,,41238: Belo Horizonte,MG,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",462070,06.184.267/0001-62,,CAWA ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",465439,13.993.297/0001-85,,RP ENGENHARIA SOCIEDADE EMPRESARIA LTDA,Sim,,50350: Poços de Caldas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",492831,05.519.625/0001-88,,LIFTMEC EQUIPAMENTOS LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822402: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS, PEÇAS E ACESSÓRIOS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",494050,21.798.759/0001-31,,ALEXANDRE RAMOS DE FIGUEIREDO 04192217600,Sim,,43710: Contagem,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,3314799: MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",499299,27.944.087/0001-01,,TECNOVIB COMERCIO E SERVICOS LTDA,Não,,40835: Arcos,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3314799: MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",501793,03.539.398/0001-27,,ELEVADORES MILENIO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",508354,26.295.145/0001-50,,D.I.COMERCIO DE PECAS E SERVICOS PARA GERADORES LTDA,Sim,,53430: Sete Lagoas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3321000: INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",510605,28.193.652/0001-09,,ULTRAMEC PRESTADORA DE SERVICOS LTDA,Sim,,42633: Carandaí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3314705: MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS DE TRANSMISSÃO PARA FINS INDUSTRIAIS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",517633,26.783.006/0001-76,,ELAINE CRISTINA DE SOUZA SILVA 05737310639,Sim,,48658: Montes Claros,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",521056,27.150.329/0001-95,,CLEIBER DOS SANTOS FERREIRA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",526156,26.385.568/0001-61,,NKC MANUTENCAO E MONTAGEM INDUSTRIAL LTDA,Sim,,53732: Timóteo,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",530477,03.915.695/0001-20,,RCE ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",533968,28.950.287/0001-30,,F R X ENGENHARIA LTDA,Sim,,43877: Coronel Fabriciano,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",542795,17.210.661/0001-44,,INVERT TRABALHO EM ALTURA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8129000: ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",547994,27.258.184/0001-40,,ELEVACO LTDA,Sim,,43877: Coronel Fabriciano,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",556985,29.936.444/0001-15,,DS AUTOMACAO E INSTRUMENTACAO LTDA,Sim,,41157: Três Marias,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3321000: INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",561956,02.214.136/0001-20,,PLAMIL ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",575833,26.425.740/0001-63,,P H D S INSTALACOES DE ELEVADORES LTDA,Sim,,51551: Santa Luzia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",580888,15.299.786/0001-67,,ROGERIO GONCALVES RICARDO,Sim,,50350: Poços de Caldas,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",585820,28.059.001/0001-20,,ANTONIO ALVES DE OLIVEIRA,Sim,,54038: Uberlândia,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",600981,25.814.559/0001-86,,LIX SERVICE AMBIENTAL E CONSTRUCOES LTDA,Sim,,49573: Passos,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4221902: CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",609187,37.656.271/0001-00,,INOVAX PROJETOS E INSTALACOES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",614839,34.016.697/0001-00,,JULIANA ALMEIDA DE JESUS ATACADO E VAREJO,Sim,,43710: Contagem,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4642702: COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS PARA USO PROFISSIONAL E DE SEGURANÇA DO TRABALHO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",618695,35.520.062/0001-09,,EXPERT ELEVADORES LTDA,Sim,,48658: Montes Claros,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",622770,35.332.916/0001-23,,SISTEMAS ELEVADORES TECNOLOGIA EM MOVIMENTO LTDA,Não,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",634940,26.545.146/0001-06,,26.545.146 YHAN PHILLIPE BARBOSA MACHADO,Sim,,48950: Nova Lima,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
"Instalação / Manutenção - Elevadores, Escadas",638733,28.941.803/0001-60,,ELEVTECH ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",649697,07.654.380/0001-27,,THOPP ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",651152,33.539.886/0001-03,,ONE ELEVADORES MG LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",661672,32.606.280/0001-72,,LIDER DISTRIBUIDORA DE AREIA E BRITA LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4744004: COMÉRCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",686250,43.756.323/0001-12,,SERGIO SILVEIRA DOS SANTOS 05453632682,Sim,,41238: Belo Horizonte,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",686484,43.433.703/0001-16,,EDUARDO DAVID CONSULTORIA EM ENGENHARIA E CONSTRUCAO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",696935,45.264.081/0001-75,,MELQUISEDEQUE NAOR DE CASTRO 12184630667,Não,,47236: João Monlevade,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,7319002: PROMOÇÃO DE VENDAS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",699981,30.306.059/0001-73,,TRINDADE COMERCIO DE MATERIAIS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",702531,32.925.006/0001-66,,ELEVADORES SALLES VENDAS E MANUTENCAO LTDA,Sim,,46477: Itajubá,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",740127,17.620.100/0001-13,,LEONARDO SCHULTZ MACHADO MANUTENCAO ELETRICA ELETRONICA,Sim,,41238: Belo Horizonte,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",752609,29.292.856/0001-60,,PALADINA INTERMEDIACOES COMERCIAIS E SERVICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7490104: ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",764110,22.488.590/0001-86,,MAC ELEVADORES LTDA,Sim,,49590: Patos de Minas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",765269,07.676.238/0001-80,,ARNALDO C. SILVA JUNIOR,Sim,,41157: Três Marias,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4212000: CONSTRUÇÃO DE OBRAS-DE-ARTE ESPECIAIS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",802919,43.879.156/0001-05,,W-TORRE ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",802987,19.876.565/0001-65,,JULIANO AZEVEDO DE CARVALHO,Sim,,42170: Campanha,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",804293,34.152.285/0001-06,,HC ELEVADORES LTDA,Sim,,50350: Poços de Caldas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",824019,04.732.156/0001-18,,ENGELEVA SERVICOS DE MANUTENCAO DE ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",831153,20.495.014/0001-30,,VERTICALLE ELEVADORES LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",848958,39.983.235/0001-86,,MAPE COMERCIAL E SERVICOS LTDA,Sim,,48933: Nova Era,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3313999: MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE",,Sim
"Instalação / Manutenção - Elevadores, Escadas",853258,31.277.761/0001-19,,AUROS ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",876216,10.764.156/0001-00,,CONSTRUTORA CARVALHO'S & OLIVEIRA'S LTDA,Sim,,48178: Matipó,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
"Instalação / Manutenção - Elevadores, Escadas",876530,29.552.669/0001-78,,TECNOLIFT ELEVADORES LTDA,Sim,,40975: Baependi,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",879359,66.217.951/0001-25,,CONSERVADORA DE ELEVADORES BARCELLOS LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",908325,37.311.261/0001-32,,CTE - CAMARGO TECNOLOGIA EMPREENDIMENTOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9512600: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",932720,17.693.411/0001-02,,BGG MANUTENCAO DE ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",942515,52.168.985/0001-62,,BOLDRINE ENGENHARIA E SOLUCOES LTDA,Sim,,53430: Sete Lagoas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",981153,50.917.123/0001-60,,MULTIPOLO ENGENHARIA LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,79525,05.692.622/0001-41,,RASTRO CONSTRUCOES E SERVICOS LTDA,Não,,56251: Cariacica,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,256190,05.876.942/0001-51,,LIBARDI ENGENHARIA E SERVICOS LTDA,Sim,,56057: Alfredo Chaves,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,555488,22.875.208/0001-97,,TROPICAL COMERCIO E SERVICOS LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2599301: SERVIÇOS DE CONFECÇÃO DE ARMAÇÕES METÁLICAS PARA A CONSTRUÇÃO,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,603116,27.732.446/0001-67,,ENGESIN  SOLUCOES EM MONTAGEM E MANUTENCAO INDUSTRIAL LTDA,Sim,,56979: São Mateus,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3314799: MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,748254,47.810.819/0001-88,,PETRUS ENGENHARIA E PERICIAS LTDA,Sim,,56073: Anchieta,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,830165,48.538.746/0001-80,,DANIEL SILVA ROCHA SERVICOS INSDUSTRIAIS,Sim,,56995: Serra,ES,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,8121400: LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,66514,04.926.696/0001-32,,LAJOTAS E TELHAS DOFINI MATERIAL DE CONSTRUCAO LTDA,Não,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744005: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,130124,09.282.007/0001-18,,MCI TECNOLOGIA E SERVICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
Inspeção e Avaliação de Manutenção - Elevador /,381854,07.747.196/0001-21,,ELEVARTE ELEVADORES LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
Inspeção e Avaliação de Manutenção - Elevador /,385142,20.242.155/0001-41,,"SEVEN ENGENHARIA, CONSTRUCOES E SERVICOS LTDA",Sim,,46337: Itabira,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,467420,23.372.889/0001-33,,TREZZE ENGENHARIA LTDA,Não,,54070: Unaí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,566618,33.324.044/0001-26,,NORTESUL SOLUCOES EM ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,574897,34.902.788/0001-43,,ALMEIDA E QUEIROZ SERVICOS DE ENGENHARIA LTDA,Sim,,53996: Ubaí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,574995,29.997.625/0001-51,,TOP 3 ENGENHARIA LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
Inspeção e Avaliação de Manutenção - Elevador /,580327,11.422.777/0001-60,,COPENGE COOPERATIVA DE TRABALHO DOS PROFISSIONAIS DA AREA DE ENGENHARIA,Não,,41238: Belo Horizonte,MG,4: COOPERATIVA,2: null,,,"7020400: ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",,Sim
